Company Name	company contact	company email	company phone	Address	City	State	Postcode	Industry	Industry descr	Company Type	Current fulltime	Job created	Job retain	Effective Date	Total Savings	Savings from beginning receiving benefits	Borough	Latitude	Longitude	Community Board	Council District	Census Tract	BIN	BBL	NTA
D.S. & DURGA LLC	Kavita Ahuja	durga@dsanddurga.com	9176125566	141 Flushing Ave, Bldg 77, #608	Brooklyn	NY	11205	Manufacturing	perfume and candles	ECSP	8.0			08/19/2019	920.08	2047.66	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
DAIRYLAND USA CORP.	Ken Clark	kclark@chefswarehouse.com	7188428700	240 FOOD CENTER DRIVE	Bronx	NY	10474	Wholesale/Warehouse/Distribution	WHLS. FOOD DIST. AND MFG.	ECSP	30.0	12.0	30.0	02/03/2005	181579.24	1132936.57	Bronx	40.810305	-73.873691	202.0	17.0	117.0	2127434.0	2027700001.0	Hunts Point
DANIEL SCUDERI	David Scuderi	danielscuderi@Danielscuderi.com	2129472499	47-15 Barnett  Avenue	Queens	NY	11101	Manufacturing	Antique Furniture	ECSP	5.0			10/14/2016	3098.28	12887.99	Queens	40.750033	-73.915867	402.0	26.0	171.0	4001325.0	4001420227.0	Hunters Point-Sunnyside-West Maspeth
DART MEDICAL LABORTORY, INC.	Zina Korposh	info@dartmedicallab.com	7189341918	140 58th Street Bldg. A Unit 3L	Brooklyn	NY	11220	Commercial	Clinical Laboratory testing facility	ECSP	22.0			03/19/2015	4160.38	34562.74	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
DASNY MECHANICAL INC.	George Wu	jf@dasnymech.com	7183660123	112-20 14th Avenue	Queens	NY	11356	Manufacturing	HVAC systems	ECSP	26.0			09/30/2011	13018.94	86567.97	Queens	40.785665	-73.854823	407.0	19.0	929.0	4566577.0	4040470001.0	College Point
DBAB WALL STREET, LLC.	Diana Sweeney		2126165116	100 William Street, Ste 2002	New York	NY	10038	Commercial	48 story building	ECSP				07/01/2011	742825.88	17023100.96	New York	40.708497	-74.007477	101.0	1.0	1502.0	1001116.0	1000680036.0	Battery Park City-Lower Manhattan
DCD MARKETING LTD.	Mitchell Vilinsky	mitch@dcdad.com	7186473000	2744 Atlantic Avenue	Brooklyn	NY	11207	Commercial	Advertising and marketing, collating, graphics, printing.	ECSP	19.0			08/04/2008	8075.15	171197.31	Brooklyn	40.676158	-73.89293	305.0	37.0	1198.0	3083582.0	3036910008.0	East New York
DEEP DRAW SILVER, INC.	David Haber	david@habersilver.com	7189936405	820 E. 141st Street	Bronx,	NY	10454	Manufacturing	Mfg. of silver plating	ECSP	45.0			07/10/2009	968.86	100253.68	Bronx	40.805545	-73.908265	201.0	17.0	19.0	2004023.0	2025920021.0	Mott Haven-Port Morris
DELVI REALTY CORP.	Walter Villacis	villacisw@gmail.com	9174181083	18-48 Steinway Street	Astoria	NY	11105	Landlord	SEP & engineering consultant svcs	ECSP	2.0			04/10/2018	777.39	2127.39	Queens	40.779245	-73.898267	401.0	22.0	12301.0	4448619.0	4008130063.0	Steinway
DEPOSITORY TRUST COMPANY	Devika khusial	Dkhusial@DTCC.com	2128558287	140 58TH STREET	Brooklyn	NY	11220	Commercial	DATA PROCESSING	ECSP	100.0			07/03/2013	335778.11	2376660.64	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
DEUTSCHE BANK SECURITIES, INC.	Chandra Gopalakrishnan	chandra.gopalakrishnan@db.com	2122500109	4 Chase Metrotech Center, 8th Fl	Brooklyn	NY	11201	Commercial	financial services including securities trading, corporate and investment	ECSP	3.0			07/03/2017	2428.59	64256.13	Brooklyn	40.694059	-73.985741	302.0	33.0	11.0	3000000.0	3001420100.0	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
DI DOMENICO & PARTNERS LLP	Andrew Berger	aberger@ddp-ny.com	2123770400	38-17 CRESCENT STREET	LONG ISLAND CITY	NY	11101	Commercial	Architectural firm applyig for back office operation	ECSP	31.0			09/02/2008	1728.3	47366.44	Queens	40.755514	-73.936048	401.0	26.0	31.0	4004700.0	4003870009.0	Queensbridge-Ravenswood-Long Island City
DIAMOND STREET PROPERTIES	Gina Argento	lunabella3939@aol.com	7183499146	203 Meserole Ave	BROOKLYN	NY	11222	Manufacturing	film, television production	ECSP	44.0			03/04/2008	14170.4	605142.43	Brooklyn	40.728643	-73.948045	301.0	33.0	573.0	3065441.0	3026020024.0	Greenpoint
DOWN EAST & SEAFOOD, INC.	Michael Jacobs	mike1downeast@hotmail.com	3475908007	311 Manida Street	Bronx	NY	10474	Manufacturing	Distributor of seafood	ECSP	36.0			06/03/2008	3218.34	149710.93	Bronx	40.806967	-73.886435	202.0	17.0	93.0	2006949.0	2027740258.0	Hunts Point
DR. SMOOD NEW YORK PRODUCTION LLC	Dan Schwartz	dans@drsmood.com	5162428036	47-10 Austel Place	Long Island City	NY	11101	Manufacturing	Food	ECSP	13.0			08/04/2017	18063.17	25351.9	Queens	40.743404	-73.941909	402.0	26.0	1.0	4000742.0	4000980042.0	Hunters Point-Sunnyside-West Maspeth
DUCE CONSTRUCTION CORP.	Vejai Dadydeen	vejai@ducecc.com	2123162400	412 West 127th Street	New York	NY	10027	Commercial	Construction Management	ECSP	31.0			06/10/2013	1287.07	13045.32	New York	40.812887	-73.953622	109.0	7.0	21303.0	1081778.0	1019670015.0	Manhattanville
DURA FOAM, INC.	ANTHONY FONTANA	ldyjewles@yahoo.com	7188481216	63-02 59TH AVENUE	Queens	NY	11378	Manufacturing	MFG/FABR FOAM & CUSHIONS	ECSP	14.0	10.0	14.0	03/01/2006	52.33	323.11	Queens	40.719695	-73.901421	405.0	30.0	521.0	4437578.0	4027550023.0	Maspeth
E&C PROPERTY HOLDINGS SOUTH, INC.	Gerard Finkel	vmundo@jibei.com	7185912000	48-40 34th Street	Long Island City	NY	11101	Commercial	Real Estate	ECSP	484.0			08/06/2018	43188.32	100909.46	Queens	40.740316	-73.931613	402.0	26.0	199.0	4003455.0	4002550016.0	Hunters Point-Sunnyside-West Maspeth
E. J. YORK, INC.	Doel Rivera	Doel@ejork.com	2122557606	34-16 11th Street	Queens	NY	10018	Commercial	Lanlord	ECSP	10.0			04/03/2020	372.55	372.55	Queens	40.76415	-73.938097	401.0	26.0	85.0	4003879.0	4003250035.0	Queensbridge-Ravenswood-Long Island City
EAST COAST ENVELOPE & GRAPHICS, LLC	RICARDO  WILKOWSKI	ricardow@interstate-envelope.com	7183262424	56-05 55th Dr	Queens	NY	11378	Manufacturing	MFG. OF ENVELOPES	ECSP	52.0			10/17/2016	23482.74	180478.26	Queens	40.726479	-73.914291	402.0	30.0	219.0	4058925.0	4025730162.0	Hunters Point-Sunnyside-West Maspeth
EASTERN CONCEPTS, INC.	ERIC GREENBERG	ericg@gm-graphics.com	2124723377	11030 45TH ROAD	LONG ISLAND CITY	NY	11101	Manufacturing	Signs and Award Plaques	ECSP	9.0			11/04/2015	2192.15	10145.32	Queens	40.746929	-73.949225	402.0	26.0	7.0	4617933.0	4000547501.0	Hunters Point-Sunnyside-West Maspeth
ECLECTIC/ENCORE PROPERTIES, INC.	Suri Bieler	suri@eclecticprops.com	2126458880	47-51 33rd Street	Long Island City	NY	11101	Commercial	Prop and rental company	ECSP	18.0			07/08/2015	13774.83	59343.65	Queens	40.741725	-73.932261	402.0	26.0	199.0	4311874.0	4002510001.0	Hunters Point-Sunnyside-West Maspeth
EDISON PRICE, INC.	EMMA PRICE	eprice@epl.com	7186850701	41-10 22 St.	Queens	NY	11101	Manufacturing	MFG. OF LIGHTING EQUIPMENT LAND AND BUILDING AND IMPROVEMENT	ECSP	150.0			12/04/2012	34384.89	271227.06	Queens	40.753148	-73.941706	401.0	26.0	33.0	4004977.0	4004110031.0	Queensbridge-Ravenswood-Long Island City
EMG MEDIA, INC.	Adam Pierce	adamp@emgmediainc.com	2129939429	11-11 44th Drive	Queens	NY	11101	Commercial	organize corp events and sales promo svcs	ECSP	24.0			07/08/2015	4164.8	13953.54	Queens	40.748483	-73.949282	402.0	26.0	19.0	4005232.0	4004470013.0	Hunters Point-Sunnyside-West Maspeth
EMPRESS MEDIA, INC.	David Miller	dmiller@empressmam.com	2126434898	39-20 24th St, 2nd Fl	Queens	NY	11101	Manufacturing	computer software & design	ECSP	15.0			12/04/2018	8651.48	12719.64	Queens	40.754795	-73.937896	401.0	26.0	33.0	4314376.0	4003940034.0	Queensbridge-Ravenswood-Long Island City
ESTEE LAUDER COMPANIES, INC	Henry Goodfriend	hgoodfri@estee.com	9149600408	27-01 Queens Plaza North	Queens	NY	11101	Manufacturing	toiletries, perfume, makeup, skin care	ECSP	179.0			07/03/2019	20959.99	20959.99	Queens	40.750561	-73.939315	401.0	26.0	33.0	4005016.0	4004160010.0	Queensbridge-Ravenswood-Long Island City
EXPORT TRADE OF AMERICA, INC.	Henry Lapiddos	henry@export-sales.com	2126735000	44-61 11th Street	Long Island City	NY	11101	Commercial	Exporter of american groceries	ECSP	11.0			06/08/2009	804.75	19156.06	Queens	40.748206	-73.949701	402.0	26.0	7.0	4000441.0	4000520020.0	Hunters Point-Sunnyside-West Maspeth
E-Z INK, INC.	Oleg Zoan	oleg.ezink@gmail.com	7183698211	140 58th Street Bldg. B Unit 4E	Brooklyn	NY	11220	Wholesale/Warehouse/Distribution	Industrial Supply Wholesalers	ECSP	38.0			09/03/2014	564.38	57013.29	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
FAIRWAY BAKERY LLC	Dennis Tortora	dennis.tortora@fairwaymarket.com	9177348111	400 Walnut Avenue	Bronx	NY	10454	Manufacturing	Baked goods and fresh produce preparation and distributing	ECSP	70.0			11/06/2014	82103.25	627100.72	Bronx	40.805184	-73.906015	201.0	17.0	19.0	2004053.0	2025990089.0	Mott Haven-Port Morris
FAVIANA INTERNATIONAL INC	Omid Pourmoradi	omid@faviana.com	2125944422	31-10 Hunters Point Ave	Queens	NY	11101	Manufacturing	design & manufacture women''''''''s evening wear	ECSP	8.0			07/07/2016	8388.06	32481.15	Queens	40.740233	-73.935968	402.0	26.0	199.0	4003554.0	4002890034.0	Hunters Point-Sunnyside-West Maspeth
FAY DA MANUFACTURING CORP.	Kellen Chow	kellen@fayda.com	7184569331	186-192 SEIGEL STREET	Brooklyn	NY	11206	Manufacturing	Mfg Asian dessert food products	ECSP	15.0			07/07/2009	17419.72	295791.46	Brooklyn	40.704687	-73.938484	301.0	34.0	485.0	3071471.0	3031000011.0	Bushwick South
FEDERAL EXPRESS	Samuel Adamson	sam.adamson@fedex.com	7187886000	830 Fountain Avenue	Brooklyn	NY	11239	Commercial	OVERNIGHT SHP.	ECSP	77.0			07/08/2015	64896.54	357832.21	Brooklyn	40.659816	-73.866717	305.0	42.0	1070.0	3346449.0	3044520425.0	East New York
FEDERAL EXPRESS	Samuel Adamson	sam.adamson@fedex.com	7187886000	830 Fountain Avenue	Brooklyn	NY	11239	Commercial	OVERNIGHT SHP.	ECSP	221.0			07/05/2007	867.85	378098.57	Brooklyn	40.659816	-73.866717	305.0	42.0	1070.0	3346449.0	3044520425.0	East New York
FEDERAL EXPRESS	Samuel Adamson	sam.adamson@fedex.com	7187886000	830 Fountain Avenue	Brooklyn	NY	11239	Commercial	OVERNIGHT SHP.	ECSP	193.0			09/09/2008	9210.43	467120.83	Brooklyn	40.659816	-73.866717	305.0	42.0	1070.0	3346449.0	3044520425.0	East New York
FIDELITY PAYMENT SERVICES LTD.	Uri Kunstlinger	legal@fidelitypayment.com	7187822823	141 Flushing Ave, Bldg 77, Suites 501 & 510	Brooklyn	NY	11205	Commercial	Merchant payment processing & related svcs	ECSP	76.0			05/20/2019	9584.9	16510.55	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
FIRST UNITED DISTRIBUTION CORP.	Ismeta Durkovic	ismetaksdc@gmail.com	7183261219	58-38 59th Street	Queens	NY	11378	Wholesale/Warehouse/Distribution	Carrier Operation	ECSP	2.0			10/16/2015	3379.82	13603.31	Queens	40.719945	-73.908282	405.0	30.0	525.0	4539678.0	4026810052.0	Maspeth
FOODFEST DEPOT LLC	Michael Tyras	mtyras@foodfestdepot.com	7183781122	550 E. 132nd Street	Bronx	NY	11545	Wholesale/Warehouse/Distribution	Distibutor of meats and groceries to restaurants and delis	ECSP	16.0			08/11/2014	58899.75	348702.62	Bronx	40.803285	-73.921174	201.0	8.0	19.0			Mott Haven-Port Morris
FOSTER REEVE & ASSOCIATES, INC.	Foster Reeve	creilly@fraplaster.com	7186090090	1155 Manhattan Avenue #1011	Brooklyn	NY	11222	Manufacturing	Mfg. of Plaster, Molding	ECSP	31.0			06/02/2010	3941.88	48609.78	Brooklyn	40.738162	-73.955442	301.0	33.0	563.0	3404803.0	3024720350.0	Greenpoint
FRANKE GOTTSEGEN & COX ARCHITECT.	Erika Franke	studio@unionstreetstudiollc.com	718596	78 Union Street	Brooklyn	NY	11231	Commercial	Architecture Design Co.	ECSP	5.0			07/10/2014	1396.2	8694.99	Brooklyn	40.684708	-74.004183	306.0	39.0	51.0	3004377.0	3003410016.0	Carroll Gardens-Columbia Street-Red Hook
FRESH DIRECT LLC	JOE LACY	gbennett@freshdirect.com	2128222203	23-30 BORDEN AVENUE	Queens	NY	11101	Manufacturing	MFG. PERIS. FOOD	ECSP	200.0			10/05/2010	33328.86	453415.19	Queens	40.739918	-73.947213	402.0	26.0	1.0	4436621.0	4000680038.0	Hunters Point-Sunnyside-West Maspeth
FRESH DIRECT LLC	JOE LACY	gbennett@freshdirect.com	2128222203	23-30 BORDEN AVENUE	Queens	NY	11101	Manufacturing	MFG. PERIS. FOOD	ECSP	2565.0			08/08/2017	740244.55	1989179.05	Queens	40.739918	-73.947213	402.0	26.0	1.0	4436621.0	4000680038.0	Hunters Point-Sunnyside-West Maspeth
GAILER STAMPING & DIE CUTTING, LLC	Dennis Dourgarian	ddourgarian@gailer.com	2122435662	37-18 Northern Blvd.	Long Island City	NY	11101	Manufacturing	Die Cutting	ECSP	30.0			06/02/2010	1057.81	52481.11	Queens	40.752096	-73.925887	401.0	26.0	171.0	4003103.0	4002140040.0	Hunters Point-Sunnyside-West Maspeth
GCREATE LLC	Anna Lee	anna@gcreate.com	7188528418	141 Flushing Ave, Bldg 77, Ste 605	Brooklyn	NY	11205	Manufacturing	mfg and distribute 3D printers	ECSP	5.0			04/19/2019	1951.66	3698.07	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
GLOBUS CORK, INC.	Jennifer Biscoe	info@corkfloor.com	7187427264	141 Flushing Ave, Bldg 77, #604	Brooklyn	NY	11025	Manufacturing	Manufacturer of color tiles	ECSP	8.0			07/19/2019	2347.61	4060.38	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
GOLDSTEIN CAPITAL CORP	Paul Goldstein	paulg@goldsteincapital.com	2127507450	43-01 22nd Street, Suite 516	Queens	NY	11101	Commercial	investment advisory	ECSP	5.0			11/02/2018	886.29	1612.61	Queens	40.750081	-73.944744	402.0	26.0	19.0	4005194.0	4004400008.0	Hunters Point-Sunnyside-West Maspeth
GRAHAM WINDHAM ORGANIZATION	Francis XSpain	BonillaC@graham-windham.org	2125296445	423-429 West 127th Street	New York	NY	10027	Wholesale/Warehouse/Distribution		ECSP	24.0			10/09/2012	3738.54	31505.67	New York	40.812964	-73.953759	109.0	7.0	21303.0	1084105.0	1019670060.0	Manhattanville
GRAND MERIDIAN PRINTINGS, INC.	Kwok Yim Chow	gm3343388@aol.com	7189373888	31-16 Hunters Point Ave	Queens	NY	11101	Manufacturing	COMMERCIAL PRINTER	ECSP	31.0			06/08/2009	-30.82	45996.81	Queens	40.740189	-73.935824	402.0	26.0	199.0	4314365.0	4002890040.0	Hunters Point-Sunnyside-West Maspeth
GRANDSTAND SPORTS & MEMORABILIA, INC.	Howard Schwartz	scottw@grandstandsports.com	2125328900	37-18 Northern Blvd	Long Island City	NY	11101	Wholesale/Warehouse/Distribution	Provider of authentic celebrity and sports memorabilia	ECSP	16.0			03/06/2017	1098.22	6234.39	Queens	40.752096	-73.925887	401.0	26.0	171.0	4003103.0	4002140040.0	Hunters Point-Sunnyside-West Maspeth
GREENPOINT AVENUE REALTY LLC	Gina Argento	ginabws@gmail.com	7183499093	370 Greenpoint Avenue	Brooklyn	NY	11222	Manufacturing	Film studio productions	ECSP	2.0			11/03/2014	29759.29	195526.67	Brooklyn	40.732015	-73.944744	301.0	33.0	579.0	3065233.0	3025830012.0	Greenpoint
GREENPOINT GROUP, LLC	Mike  Kustanovich	aletaind@aol.com	7183490040	242 Eagle Street	BROOKLYN	NY	11222	Manufacturing	manufacture air conditioning ducts	ECSP	36.0			06/02/2008	1124.8	57207.71	Brooklyn	40.735569	-73.950677	301.0	33.0	579.0	3332274.0	3025060027.0	Greenpoint
GRIMM ALES LLC	Lauren Grimm	infor@grimmales.com	4093700422	990 Metropolitan Avenue	Brooklyn	NY	11211	Manufacturing	Manufacturer of beer that are produce and brew in kegs and cans of Artisan Beer for distribution in Brooklyn	ECSP	2.0			06/05/2018	17007.33	29814.67	Brooklyn	40.714488	-73.936293	301.0	34.0	481.0	3070374.0	3029180007.0	East Williamsburg
GUSTAV RESTORATION LLC	Karin Geiger-Hill	karingh@gustavrestoration.com	3478706114	19-60 45th Street	Queens	NY	11105	Manufacturing	construction fabrication, roofing, metal, skylights	ECSP	40.0			03/11/2016	5936.58	30010.37	Queens	40.775199	-73.897862	401.0	22.0	12301.0	4015228.0	4007880055.0	Steinway
HALL STREET STORAGE LLC	Jeffrey Sitt	jsitt@vinegarhillhc.com	7188553636	12-38 HALL STREET	Brooklyn	NY	11205	Wholesale/Warehouse/Distribution	Cold storage, dry storage warehouse	ECSP	21.0			07/08/2014	81492.53	328295.65	Brooklyn	40.6972	-73.966663	302.0	35.0	543.0	3334438.0	3018750014.0	park-cemetery-etc-Brooklyn
HALMARK ARCHITECTUAL FINISHING	Rachael Lazarus	rachel@halmarkarchitectural.com	7182721831	1768 DEAN STREET	Brooklyn	NY	11232	Commercial	Manufacturer of architectrual paint for metals	ECSP	40.0			07/17/2015	17606.37	73171.6	Brooklyn	40.675741	-73.929199	308.0	36.0	307.0	3035818.0	3013490021.0	Crown Heights North
HALO  RECOGNITION, INC	Kristy Grippo	kristy.grippo@halo.com	7186098120	30-30 47th Avenue, Suite #630	Long Island City	NY	11101	Wholesale/Warehouse/Distribution	Distribute promotional products	ECSP	93.0			06/05/2020	534.71	1838.98	Queens	40.743168	-73.936568	402.0	26.0	199.0	4003540.0	4002820001.0	Hunters Point-Sunnyside-West Maspeth
HEINSEN PRODUCTS, INC.	OSCAR HEINSEN	oscar@heinsenproducts.com	7183780290	312 CASANOVA STREET	BRONX	NY	10474	Manufacturing	Sausage products	ECSP	14.0			02/04/2008	1766.7	122136.06	Bronx	40.806719	-73.888274	202.0	17.0	93.0	2087656.0	2027740220.0	Hunts Point
HI INTERIORS, INC.	GREGORY MADZIO		2126860401	62 18TH STREET 6TH FL	BROOKLYN	NY	11215	Manufacturing	Cabinets and doors	ECSP	7.0			08/10/2007	-23.92	22304.07	Brooklyn	40.666626	-73.997675	307.0	38.0	18.0	3336793.0	3006320004.0	Sunset Park West
HI TECH METALS, INC.	Jay Valentino	justyjay47@alo.com	7188941212	59-20 56th Avenue	Maspeth	NY	11378	Manufacturing	Specializes custom architecual metal	ECSP	114.0			07/17/2019	26085.73	48294.64	Queens	40.725308	-73.907795	405.0	30.0	531.0	4059963.0	4026890019.0	Maspeth
HIGHLINE LOCATIONS LLC	Alinda Lundry	alina@highlinestages.com	2122068280	238-252 Conover Street	Brooklyn	NY	11231	Wholesale/Warehouse/Distribution	Film production supplies, repairs and lighting warehouse	ECSP	4.0			03/12/2015	514.84	9722.52	Brooklyn	40.676489	-74.01613	306.0	38.0	53.0	3008773.0	3005950001.0	Carroll Gardens-Columbia Street-Red Hook
HINDUSTAN GRANITES, INC.	Babureddy  Mareddy	babu@hgstones.com	7183836708	280 Johnson Avenue	Brooklyn	NY	11206	Manufacturing	Mfg. of Granite & Stones	ECSP	22.0			07/06/2011	10746.27	100084.45	Brooklyn	40.707138	-73.937331	301.0	34.0	485.0	3325872.0	3030730035.0	Bushwick South
HIRD/BLAKER, INC.	Cliff Blaker	cblaker@millerblaker.com	7186650500	620 EAST 132ND STREET	Bronx	NY	10454	Manufacturing	Architectural woodworking	ECSP	52.0			02/10/2010	24613.09	329539.83	Bronx	40.802366	-73.918986	201.0	8.0	19.0	2117310.0	2025430040.0	Mott Haven-Port Morris
HI-TECH RESOURCE RECOVERY	MICHAEL SIRISI	tnt71@mrtcarting.com	7183660834	492 Scholes Street	Brooklyn	NY	11237	Commercial	recycling cardboard, plastics & metal	ECSP	14.0			03/09/2009	21908.99	492058.44	Brooklyn	40.711376	-73.927934	301.0	34.0	449.0	3070560.0	3029690014.0	East Williamsburg
HOUSE OF SPICES (INDIA), INC	Ashwin  Shah	ashwinshah@houseofspicesindia.com	7185074600	57-07 49th Place	Queens	NY	11368	Manufacturing	spices and east Asian culinary goods	ECSP	37.0			07/14/2017	19441.56	50700.94	Queens	40.721144	-73.919543	405.0	30.0	219.0	4462230.0	4026030068.0	Hunters Point-Sunnyside-West Maspeth
HUSH STUDIOS, INC.	David Schwarz	info@heyhush.com	7184221537	141 Flushing Ave, Bldg 77, #602	Brooklyn	NY	11205	Commercial	Graphic design	ECSP	14.0			03/21/2019	3040.72	5821.14	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
I. AM. MALIA MILLS, LLC	Carol Mills	carol@maliamills.com	2123544200	32 33rd Street	Brooklyn	NY	11232	Wholesale/Warehouse/Distribution	Women apparel	ECSP	13.0			10/30/2018	4726.0	6472.27	Brooklyn	40.658251	-74.006433	307.0	38.0	18.0	3336897.0	3006830001.0	Sunset Park West
IDEAS BY BARBARA	Barbara Szafianski	msza@aol.com	7187070910	37-18 Northern Blvd	Queens	NY	11101	Manufacturing	Womens dresses	ECSP	12.0			04/03/2012	927.35	9992.0	Queens	40.752096	-73.925887	401.0	26.0	171.0	4003103.0	4002140040.0	Hunters Point-Sunnyside-West Maspeth
IDL COMMUNICATIONS AND ELECTRIC, INC	Eva Rose Cupit	ecupit@idlelectric.com	7184429099	850 Third Ave, #408	Brooklyn	NY	11232	Commercial	Electrical Contractors	ECSP	89.0			02/12/2020	212.59	212.59	Brooklyn	40.658518	-74.003327	307.0	38.0	18.0	3009889.0	3006710001.0	Sunset Park West
INSEK DESIGN	Ashira Israel	ashira@insekdesign.com	3473518915	1102 Atlantic Avenue	Brooklyn	NY	11238	Manufacturing	Cast concrete, wood and metal furniture	ECSP	1.0			10/21/2016	525.84	2118.09	Brooklyn	40.679518	-73.956819	308.0	35.0	305.0	3027572.0	3011260029.0	Crown Heights North
IRON MOUNTAIN	Dan Anninos	therman@ArtexFAS.com	617-535-28	33-20 48 Ave	Long Island City	NY	11101	Wholesale/Warehouse/Distribution	Storage of fine arts and fine arts services.	ECSP	42.0			08/06/2014	40327.91	269728.98	Queens	40.740775	-73.932182	402.0	26.0	199.0	4003456.0	4002550023.0	Hunters Point-Sunnyside-West Maspeth
J & B REALTY LLC	Harold Roseberg	haroldr@galwein.com	7187845210	11-20 43rd Rd	Queens	NY	11101	Wholesale/Warehouse/Distribution	Warehouse and distribute wire cable communication products	ECSP	30.0			11/02/2017	5894.9	18520.03	Queens	40.750848	-73.948587	402.0	26.0	19.0	4005214.0	4004450001.0	Hunters Point-Sunnyside-West Maspeth
J & J JOHNSON GENERAL CONTRACTING CO., INC.	Joe Galea	joe@jandjjohnson.com	7183923033	42-26 13th Street	Queens	NY	11101	Manufacturing	Furniture and wooden cabinets	ECSP	31.0			02/07/2012	8460.17	70460.82	Queens	40.751745	-73.9458	402.0	26.0	19.0	4005277.0	4004580090.0	Hunters Point-Sunnyside-West Maspeth
JACQUES TORRES MANUFACTURING LLC	Jacques  Torres	jacques@mrchocolate.com	2124142462	140 58th Street	Brooklyn	NY	11220	Manufacturing	chocolates and bakery products	ECSP	23.0			07/03/2013	2835.81	38779.91	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
JANUS MANAGEMENT, INC.	Ben Weissbourd	ben@janusproperty.com	2129322388	1361 AMSTERDAM AVENUE	New York	NY	10027	Other	LANDLORD	ECSP	2.0		4.0	01/09/2009	1552.31	29542.71	New York	40.814216	-73.95564	109.0	7.0	21303.0	1081781.0	1019670040.0	Manhattanville
JDB MARKET CORP.	John Burdo	marian@johnsnyc.com	7184828422	25-34 50th Avenue	Long Island City	NY	11101	Wholesale/Warehouse/Distribution	Grocery Stores & Supermarkets Industry	ECSP	16.0			04/06/2012	12693.31	69426.14	Queens	40.740811	-73.944214	402.0	26.0	1.0	4000767.0	4001100038.0	Hunters Point-Sunnyside-West Maspeth
JETBLUE AIRWAYS, CORP.	Dave Barger	Dave.Barger.@Jetblue.com	718-286-79	27-01 Bridge Plaza North	Long Island City	NY	11101	Other	Back Office	ECSP	3878.0			12/04/2013	759480.44	5502522.03	Queens	40.750561	-73.939315	401.0	26.0	33.0	4005016.0	4004160010.0	Queensbridge-Ravenswood-Long Island City
JETBLUE AIRWAYS, CORP.	Dave Barger	Dave.Barger.@Jetblue.com	718-286-79	27-01 Bridge Plaza North	Long Island City	NY	11101	Other	Back Office	ECSP	880.0			06/04/2013	57634.59	592457.59	Queens	40.750561	-73.939315	401.0	26.0	33.0	4005016.0	4004160010.0	Queensbridge-Ravenswood-Long Island City
JEWELS FOR ME, INC.	Thomas Izsak	tomifm@gmail.com	7183617527	162 44th Street	Brooklyn	NY	11232	Manufacturing	jewelry	ECSP	10.0			11/14/2016	1811.56	8825.18	Brooklyn	40.652989	-74.014333	307.0	38.0	18.0	3322615.0	3007350070.0	Sunset Park West
JOSIAH MCELHENY STUDIO	Mark Shortliffe	Markshortliffe@gmail.com	7188550154	1102 Atlantic Avenue, Unit 2F	Brooklyn	NY	11238	Manufacturing	Art and sculptor,	ECSP	3.0			10/20/2016	7276.72	25095.25	Brooklyn	40.679518	-73.956819	308.0	35.0	305.0	3027572.0	3011260029.0	Crown Heights North
JUST BAGELS/ NORDQUIST ENTERPRISES	Charles Contreras	charlii@justbagels.com	7183289700	527 CASANOVA STREET	Bronx	NY	10474	Manufacturing	MGF BAGELS & RELATED PRDT	ECSP	65.0			01/05/2009	13038.55	432328.84	Bronx	40.810408	-73.889254	202.0	17.0	93.0	2006785.0	2027680159.0	Hunts Point
KARR GRAPHICS CORP.	Lawrence Karr	Lkarr@karrgraphics.com	2126456000	22-19 41st Avenue	Long Island City	NY	11101	Commercial	Commercial Printer	ECSP	18.0			07/02/2008	1609.0	78489.0	Queens	40.753348	-73.941179	401.0	26.0	33.0	4004951.0	4004090001.0	Queensbridge-Ravenswood-Long Island City
KICKSTARTER, PBC	Perry  Chen	Finance@kickstarter.com	3478154501	58 Kent St	Brooklyn	NY	11222	Commercial	Internet fundraising	ECSP	123.0			12/01/2017	16592.79	44767.49	Brooklyn	40.730475	-73.958839	301.0	33.0	565.0	3337019.0	3025570007.0	Greenpoint
KLEINS NATURALS LTD.	Robert Morel	cityonere@aol.com	7183490050	4702 Second Ave	Brooklyn	NY	11232	Manufacturing	Mfg. of Nuts	ECSP	45.0			11/13/2009	40015.98	497701.54	Brooklyn	40.650686	-74.015287	307.0	38.0	18.0	3250698.0	3007620035.0	Sunset Park West
